-0.27072	0.12286	-0.35476	-0.19564	-0.3704	0.4729	-0.0069301	-0.28816	0.24392	0.47741	-0.19409	-0.46567	0.031812	-0.036791	-0.10296	0.12972	-0.2801	-0.18015	-0.05353	-0.02277	-0.22024	0.093271	-0.0098052	-0.14951	0.72536	-0.13644	0.28862	-0.0069152	-0.12026	-0.21555	-0.034079	0.15115	0.60742	-0.7578	-0.11193	0.27355	0.27792	0.66188	-0.17319	-0.062464	-0.26515	0.14115	0.093313	0.18727	-0.062735	0.34746	-0.11284	-0.72145	-0.079088	0.18576	0.31839	0.061166	-0.5752	0.19824	-0.70771	-0.31738	0.60746	0.34606	-0.12604	0.63324	0.68067	0.51534	0.14712	0.77165	0.68767	0.17039	-0.2521	0.20048	0.20211	-0.13714	0.39509	0.68022	0.20006	0.3712	-0.061935	0.65871	-0.20042	-0.14599	-0.065262	-0.35931	0.23248	0.031656	-0.38883	0.48008	-0.40137	-0.3877	0.042347	0.026049	-0.12433	-0.12256	-0.14185	-0.12738	0.60927	0.011218	0.21933	-0.035414	-0.12458	0.18356	-0.04412	-0.10181
-0.44266	-0.12674	0.6577	0.21148	-0.093029	0.25956	0.24734	-0.59241	-0.16665	0.046893	-0.30646	-0.53193	-0.29074	-0.22307	0.014348	0.0031687	0.19847	-0.23728	-0.50896	-0.14585	-0.19931	0.045707	-0.025852	0.011434	-0.2597	0.25442	-0.061299	0.1619	-0.66432	-0.14591	-0.097426	0.52047	0.052123	-0.8301	-0.38938	0.23525	-0.2677	-0.39117	-0.11698	-0.14837	-0.032799	-0.33189	0.073823	-0.1986	-0.026839	0.0089461	-0.23168	-0.54837	0.33491	-0.15601	0.37516	0.32347	-0.61433	0.29184	-0.64301	0.19964	0.70041	0.16742	-0.036389	0.63021	0.48905	0.18033	-0.11864	0.81646	0.94223	-0.093381	-0.72809	0.54724	0.08835	-0.10416	0.52684	0.88291	0.54148	-0.057905	-0.22415	0.36158	0.2427	0.47231	0.65546	-0.41365	0.46007	0.18671	0.51793	-0.070887	0.041655	-0.29969	0.85315	-0.098843	0.16356	-0.089236	0.17511	-0.030426	0.39879	-0.040999	0.20932	-0.27448	-0.30859	-0.12189	-0.029362	-0.12382
-0.56099	0.27035	-0.56582	0.51103	0.16924	-0.11572	-0.2614	-0.57802	0.084942	0.23449	-0.78263	-0.63554	-0.15848	0.14151	-0.14831	0.4824	0.10604	0.28588	0.13265	-0.24662	-0.50264	0.46551	0.078558	-0.42407	0.48802	0.40511	-0.46726	0.0479	-0.5866	0.058925	-0.058231	-0.12678	0.38731	-0.12748	-0.30783	-0.37523	0.39041	-0.17731	-0.19669	0.14754	0.0096375	0.62595	-0.028179	0.28682	0.14551	0.077749	0.083901	-0.027706	0.46932	0.41904	0.84679	-0.17224	0.0046632	0.18173	-0.26657	0.4345	0.32007	-0.107	-0.013638	0.21481	0.23674	-0.23204	0.32371	-0.32239	-0.0095626	-0.34897	-0.15178	-0.04765	0.26632	-0.14609	-0.12614	0.28369	0.49212	0.47322	0.47168	0.2381	0.1477	0.30205	0.62095	-0.25848	-0.31772	0.53127	-0.0052284	-0.13407	-0.5744	-0.453	-0.27503	-0.1597	-0.16545	-0.35168	-0.70382	-0.31424	0.39687	-0.50944	0.17238	-0.22694	-0.44042	-0.38294	-0.31534	-0.64962
-0.25524	-0.49781	0.03788	0.12373	-0.28795	-0.10946	-0.13331	-0.61074	0.046338	0.14012	0.1436	-0.18821	0.12377	-0.26996	-0.49019	-0.38167	-0.57518	-0.21123	-0.14463	-0.16969	0.35595	0.26609	0.34349	-0.3012	0.30271	0.013104	0.034347	-0.083766	0.016608	-0.17759	-0.32034	-0.026299	0.13104	-0.55659	-0.74904	0.1408	0.19759	-0.22657	0.18163	0.29129	-0.22669	0.054493	-0.47966	-0.28271	-0.56548	0.0024205	0.22516	-0.29754	0.33651	0.23649	0.37024	0.58436	-0.34506	0.16075	-0.43042	-0.28008	0.31383	0.24294	-0.054664	0.073335	0.36766	-0.15088	-0.09219	0.27369	0.59571	0.084644	-0.91959	0.48919	0.12476	-0.50445	-0.30731	1.377	0.050695	-0.039676	0.37997	0.39346	0.078015	-0.41564	0.21531	-0.68592	0.099151	0.089616	-0.17249	0.2957	0.10375	-0.3644	0.16192	0.25484	0.44143	-0.086818	0.3671	-0.2099	0.66132	-0.26447	-0.4796	-0.10709	0.34247	0.71845	-0.23617	0.60398
-0.36601	0.42154	-0.32693	0.21563	0.31886	-0.17026	-0.15901	-0.87964	0.2557	0.018108	-0.51673	-0.58614	-0.18961	0.38865	-0.14723	0.28633	0.80234	0.67238	0.20381	0.03716	-0.31403	0.41647	0.11206	-0.050677	0.19549	-0.12888	-0.64664	0.13735	-0.50591	0.097158	-0.47928	-0.10857	0.49652	-0.39931	-0.27533	-0.35364	0.28239	-0.37086	-0.063245	0.017103	0.4384	0.44969	0.15042	0.011776	-0.103	-0.25582	-0.26751	-0.71814	0.44427	0.67286	0.60754	0.014038	-0.46772	0.058333	-0.22403	0.42703	0.052267	-0.56333	0.015985	0.56902	0.16381	-0.019478	0.068563	0.069237	0.22506	0.092351	-0.13925	-0.24783	0.078209	0.12718	-0.0376	0.18851	0.31718	0.69262	0.39791	0.46825	-0.10456	0.2562	0.20884	-0.35064	-0.11129	-0.0596	0.45043	-0.53568	-0.40323	-0.14008	-0.25446	-0.057396	-0.37046	-0.058192	-0.13041	-0.17013	0.41366	-0.89545	0.19002	-0.30599	-0.37053	-0.35913	0.077374	-0.46669
-0.22657	-0.068273	0.1167	0.012574	-0.44101	-0.019346	0.32309	-0.28838	0.23816	-0.16309	-0.43502	-0.013802	0.3614	-0.086057	-0.20064	0.014745	0.17997	-0.46546	0.22122	0.01375	-0.28112	-0.047259	0.12807	-0.49895	-0.15041	0.09088	0.059272	-0.37708	0.053042	0.044515	-0.51093	0.67275	0.15858	-0.59727	-0.27577	0.29222	-0.33974	-0.64314	-0.23136	0.096467	-0.1215	0.50257	-0.46768	0.19563	-0.22126	-0.29397	-0.21264	-0.07598	0.12456	-0.16521	0.48143	0.022693	-0.99753	0.055574	-0.69046	-0.017505	0.17866	0.041138	-0.0052807	0.11766	-0.090324	0.53056	-0.3844	0.054666	0.3232	0.39292	-0.53463	-0.050025	0.02331	0.042537	0.10875	0.46917	0.33981	0.12284	0.49508	0.41659	0.37441	0.1627	0.70029	-0.047037	0.24433	0.25502	0.67113	0.26083	0.027091	-0.080633	0.31697	0.30088	-0.223	-0.25095	0.9274	0.21175	0.38052	-0.24035	0.18166	-0.59757	-0.13214	0.20331	-0.26337	-0.3773
-0.72509	-0.050878	0.9244	0.079095	-0.46878	0.21935	0.31222	-0.63042	-0.132	-0.18033	0.13919	-0.31517	0.094276	-0.11534	-0.57263	-0.13326	-0.15561	-0.2383	-0.10093	0.023122	-0.10487	0.24288	0.0099247	-0.47657	-0.33464	0.51916	0.050475	-0.0096697	-0.057377	-0.084581	-0.62801	0.16275	0.036144	-0.73043	-0.25613	0.087648	0.28783	-0.72885	0.055434	-0.15269	0.12231	0.57726	-0.45013	-0.1324	-0.16837	-0.15703	-0.31537	-0.36172	0.28204	-0.10632	0.30311	0.65898	-0.64999	-0.12721	-0.85874	-0.088091	0.47462	0.28127	-0.13334	0.60168	0.28461	-0.063033	0.067343	0.15333	0.58389	0.36292	-0.81109	0.55855	-0.15605	-0.47862	0.034805	0.73267	0.31565	-0.20017	0.15674	0.55148	0.27863	0.17431	0.62842	-0.70537	0.55718	-0.12849	0.27382	0.10138	-0.13942	-0.31029	0.34504	0.30798	0.22788	-0.18002	0.23721	0.085502	0.63677	-0.22748	-0.052572	-0.6293	-0.25913	-0.043311	0.074097	-0.28944
-0.61428	0.056429	0.085334	0.75239	0.37928	0.73518	0.58841	-0.47056	0.74076	0.38614	-0.34968	-0.38152	0.012117	-0.015777	-0.14618	0.9829	-0.011372	-0.10022	0.066696	-0.20408	-0.016838	0.34253	-0.34165	-0.04606	0.33817	-0.85604	0.074002	0.051421	-0.031413	-0.19815	0.26738	0.41181	0.030068	-0.73565	-1.0682	0.16361	0.56086	-0.17518	0.065155	0.38118	0.096013	-0.20919	0.4827	0.076449	-0.48171	0.63288	-0.06945	-0.17607	0.14512	-0.13617	-0.31349	0.51736	-0.44353	-0.09521	-0.86374	-0.64247	0.17152	0.33116	-0.19304	0.4073	0.42885	0.12347	0.014839	0.7788	0.76238	-0.5225	-0.074575	-0.11881	0.037032	-0.20721	0.10367	0.72449	-0.35869	-0.29434	-0.14091	0.239	-0.13176	-0.32894	0.23698	0.53645	-0.30104	0.30136	-0.40339	0.80137	-0.65572	-0.024829	-0.3917	-0.086655	0.082831	-0.36636	0.42006	-0.60919	0.42216	-0.51401	0.8093	-0.6045	0.24861	-0.28459	-0.33396	0.18327
-0.13012	0.042217	-0.55925	-0.30607	-0.38051	0.56074	0.38374	-0.059178	0.13783	1.1149	-0.27835	-0.93164	-0.1389	-0.061615	-0.14675	0.12814	-0.45025	-0.15496	-0.28561	0.15881	-0.17809	0.44857	0.073216	-0.038735	0.82829	0.11467	0.16782	-0.13903	0.14286	-0.20682	-0.47277	-0.18549	0.43144	-0.38745	0.14952	0.13109	0.09742	0.27099	-0.41061	-0.047373	0.40023	0.64103	-0.21402	0.35428	-0.17	0.47272	0.38611	-0.58666	-0.011717	0.052292	0.90299	0.27115	-0.90034	-0.48526	-0.28168	-0.068622	0.25841	0.16078	0.066107	0.62283	0.67444	0.096222	0.24317	0.9539	0.76764	-0.091116	-0.23544	0.17129	-0.3394	-0.6497	0.46543	0.67161	0.47743	0.33636	0.32513	0.45825	-0.13031	-0.52232	-0.25754	-0.92707	-0.024854	0.039373	-0.18718	0.45353	-0.7012	-0.99532	0.26922	-0.31167	-0.019101	-0.15314	0.20775	-0.28696	0.29477	-0.20991	0.061759	-0.14071	0.12687	0.26823	-0.044434	-0.47659
-0.34882	-0.20148	0.6997	0.27013	-0.42855	0.32465	0.44422	-0.39903	0.027182	-0.21548	-0.38301	-0.28194	0.11857	-0.31433	-0.27937	-0.091835	-0.17016	-0.026581	-0.041963	-0.046543	-0.21443	-0.037951	0.12772	-0.45955	-0.024455	0.058984	0.27222	-0.20179	-0.41054	0.032532	-0.64517	0.73124	-0.010789	-0.74182	-0.45767	0.0864	0.012148	-0.61089	-0.30021	0.081723	0.096414	0.35886	-0.46308	-0.03374	-0.47467	-0.2977	-0.62547	-0.18414	0.82262	-0.0089889	0.47524	-0.00049086	-0.79919	-0.13308	-0.75515	0.49294	0.30585	0.13461	0.12877	0.28812	0.48282	0.2119	-0.10679	0.40642	0.79097	-0.048681	-0.47916	0.23593	0.050508	-0.36862	0.26758	0.84581	0.89588	-0.1232	-0.084896	0.78388	0.27227	0.18831	0.60851	-0.60931	0.367	0.24384	0.49852	0.37769	-0.12935	-0.11038	0.73398	0.082563	-0.032945	0.073809	0.39974	0.089436	0.35496	-0.19806	0.50414	-0.92053	-0.23472	-0.027163	-0.085144	-0.12631
